iteration,z_norm,PSNR_obs,RelMSE_obs,PSNR_holdout,RelMSE_holdout,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_D_error,mean_delta_D,n_observed_vols,n_holdout_vols,signal_loss_obs,L_directional,L_angular,L_z,objective,lambda_shape,lambda_z,subject,sampling_ratio
0,0.0,-14.721499063347508,59.07720864650867,nan,nan,0.17340725400929372,0.00033228888092181474,0.0004450402273260078,0.00034840263590245715,0.0007727638114817885,0.0,108,0,nan,nan,nan,nan,signal,0.0,0.0,106319,1.0
10,0.01375515852123499,-14.640239564705148,57.98211022150415,nan,nan,0.17345514498388515,0.00033247860528982183,0.0004452807483838642,0.0003485836231622821,0.0007730804355042897,3.843165772879106e-06,108,0,11.131108283996582,5.817602634429932,0.045390114188194275,0.00015942192112561315,signal,0.0,0.0,106319,1.0
50,0.0468941256403923,-14.204749192432136,52.449938095120814,nan,nan,0.17384048276394007,0.00033307478762448087,0.00044629535143011915,0.00034921009365368564,0.0007739696207890512,2.100080405860904e-05,108,0,0.8646548986434937,0.44624951481819153,0.042683620005846024,0.0021075154654681683,signal,0.0,0.0,106319,1.0
100,0.07164169102907181,-13.854208408835353,48.382789241367156,nan,nan,0.17436030218109663,0.0003335771500570325,0.0004485043895333446,0.00034936413829631663,0.0007756504607597259,3.6994156516522126e-05,108,0,4.280335426330566,2.2009646892547607,0.0448048934340477,0.005096937995404005,signal,0.0,0.0,106319,1.0
200,0.15938934683799744,-12.840207389477419,38.30811651367358,nan,nan,0.17600725507768133,0.0003354222164589808,0.0004541822059940149,0.0003507902469993511,0.0007800559989572987,8.713998631935982e-05,108,0,2.4727602005004883,1.0529781579971313,0.046637892723083496,0.024990230798721313,signal,0.0,0.0,106319,1.0
500,0.2960807681083679,-7.249393238709008,10.573271510466755,nan,nan,0.1786124812798491,0.00033869912720832913,0.0004641494346118414,0.000352936150886551,0.0007884648158507597,0.00015184368791479818,108,0,0.38006797432899475,0.16896526515483856,0.04916321486234665,0.08755888789892197,signal,0.0,0.0,106319,1.0
1000,0.36324456334114075,-2.597134608204725,3.6222925405770683,nan,nan,0.17999496941880141,0.00034149258412955076,0.00046831434616923954,0.00035583767846470826,0.0007932474663061984,0.0001810038215515872,108,0,1.9237511157989502,0.22196528315544128,0.049643516540527344,0.13187892735004425,signal,0.0,0.0,106319,1.0
0,0.0,-25.516673196520525,449.9811846755954,-20.221954352360388,166.42182695791536,0.17439340322873245,0.00031255708485506154,0.0004417832094499269,0.00032630802206275763,0.0007509605315867634,0.0,40,68,nan,nan,nan,nan,signal,0.0,0.0,120717,0.25
10,0.018632525578141212,-25.521942105440512,450.5274381431193,-20.207871457798934,165.88304387955202,0.17463122663805222,0.0003127451105914244,0.00044262738159127715,0.00032637285107473625,0.0007515400418552008,8.884073208092573e-06,40,68,9102.443359375,2787.589111328125,0.045574769377708435,0.00032052811002358794,signal,0.0,0.0,120717,0.25
50,0.03053377754986286,-25.49119571445658,447.34913975745303,-20.21608856084827,166.19720131132246,0.17463510681689498,0.00031277339682283357,0.0004421191108315792,0.0003265834620698017,0.0007511571563791614,1.2367746608854473e-05,40,68,7.691572666168213,2.389864206314087,0.044886477291584015,0.0009283660328947008,signal,0.0,0.0,120717,0.25
